Sex,Length,Diameter,Height,Wholeweight,Shuckedweight,Visceraweight,Shellweight,target
1.0,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,0
2.0,0.415,0.33,0.09,0.3595,0.17,0.081,0.09,0
1.0,0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,1
0.0,0.6,0.455,0.155,0.945,0.4365,0.2085,0.25,0
2.0,0.585,0.46,0.14,0.7635,0.326,0.153,0.265,0
2.0,0.53,0.395,0.13,0.575,0.247,0.115,0.183,0
1.0,0.625,0.48,0.2,1.3235,0.6075,0.3055,0.355,0
2.0,0.295,0.22,0.085,0.1285,0.0585,0.027000000000000003,0.0365,0
1.0,0.53,0.41,0.165,0.8115,0.24,0.16899999999999998,0.24,1
0.0,0.575,0.475,0.145,0.857,0.3665,0.17300000000000001,0.26899999999999996,0
0.0,0.665,0.535,0.225,2.1835,0.7535,0.391,0.885,1
2.0,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,0
0.0,0.66,0.515,0.195,1.5655,0.7345,0.353,0.386,0
1.0,0.62,0.54,0.165,1.139,0.4995,0.2435,0.35700000000000004,1
1.0,0.505,0.4,0.165,0.7290000000000001,0.2675,0.155,0.25,0
0.0,0.27,0.2,0.08,0.1205,0.0465,0.027999999999999997,0.04,0
2.0,0.56,0.455,0.145,0.9740000000000001,0.547,0.1615,0.235,0
1.0,0.55,0.43,0.14,0.7135,0.2565,0.18600000000000003,0.225,0
1.0,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,0
2.0,0.435,0.34,0.11,0.40700000000000003,0.1685,0.073,0.13,1
0.0,0.64,0.5,0.175,1.273,0.5065,0.2925,0.405,1
1.0,0.58,0.465,0.145,0.9865,0.47,0.2155,0.25,1
2.0,0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145,1
2.0,0.37,0.28,0.095,0.2655,0.122,0.052000000000000005,0.08,0
1.0,0.65,0.49,0.155,1.122,0.545,0.228,0.3055,0
0.0,0.655,0.59,0.2,1.5455,0.654,0.3765,0.415,1
0.0,0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,0
1.0,0.63,0.5,0.175,1.1105,0.467,0.268,0.32899999999999996,1
2.0,0.565,0.43,0.15,0.8215,0.332,0.1685,0.29,1
2.0,0.445,0.345,0.105,0.409,0.1675,0.1015,0.11699999999999999,0
1.0,0.51,0.395,0.12,0.6175,0.262,0.122,0.193,1
0.0,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,0
0.0,0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,0
1.0,0.455,0.36,0.11,0.4385,0.20600000000000002,0.098,0.125,1
0.0,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,1
2.0,0.56,0.445,0.165,1.0285,0.4535,0.253,0.275,1
1.0,0.71,0.565,0.195,1.817,0.785,0.49200000000000005,0.49,1
1.0,0.52,0.41,0.115,0.807,0.2855,0.179,0.235,1
0.0,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,0
1.0,0.675,0.55,0.19,1.551,0.7105,0.3685,0.41200000000000003,1
0.0,0.4,0.32,0.095,0.303,0.1335,0.06,0.1,0
1.0,0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,1
2.0,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05,0
0.0,0.62,0.51,0.175,1.1505,0.4375,0.2265,0.4,1
0.0,0.52,0.4,0.105,0.872,0.4515,0.1615,0.1985,0
0.0,0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175,0
1.0,0.55,0.415,0.18,1.1655,0.502,0.301,0.311,0
1.0,0.69,0.56,0.215,1.719,0.68,0.299,0.47,1
2.0,0.465,0.355,0.12,0.5805,0.255,0.0915,0.184,0
0.0,0.585,0.455,0.15,0.9059999999999999,0.4095,0.23,0.2335,0
1.0,0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275,1
1.0,0.655,0.54,0.215,1.5555,0.695,0.29600000000000004,0.444,1
1.0,0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,0
0.0,0.505,0.4,0.15,0.775,0.3445,0.157,0.185,0
1.0,0.725,0.58,0.185,1.5230000000000001,0.8045,0.3595,0.4375,0
0.0,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,1
0.0,0.66,0.525,0.18,1.4780000000000002,0.5815,0.381,0.37200000000000005,1
2.0,0.53,0.42,0.13,0.8365,0.3745,0.16699999999999998,0.249,1
1.0,0.61,0.475,0.14,1.133,0.5275,0.2355,0.35,1
0.0,0.49,0.39,0.135,0.5920000000000001,0.242,0.096,0.1835,1
0.0,0.41,0.325,0.12,0.3745,0.158,0.081,0.125,1
0.0,0.55,0.42,0.17,0.8465,0.336,0.2405,0.245,1
0.0,0.605,0.465,0.165,1.056,0.4215,0.2475,0.34,1
2.0,0.385,0.28,0.09,0.228,0.1025,0.042,0.0655,0
2.0,0.6,0.475,0.15,1.12,0.565,0.2465,0.27,1
2.0,0.505,0.395,0.105,0.551,0.248,0.10300000000000001,0.171,0
0.0,0.375,0.285,0.095,0.253,0.096,0.0575,0.0925,0
1.0,0.605,0.47,0.165,1.1775,0.611,0.2275,0.292,0
1.0,0.65,0.505,0.165,1.357,0.5725,0.281,0.43,1
0.0,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,0
0.0,0.57,0.455,0.15,0.9520000000000001,0.3895,0.2155,0.2745,0
1.0,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,1
2.0,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,1
2.0,0.35,0.265,0.085,0.1735,0.0775,0.034,0.055999999999999994,0
0.0,0.615,0.475,0.205,1.337,0.5995,0.2815,0.37,1
1.0,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15,1
0.0,0.605,0.49,0.165,1.1245,0.49200000000000005,0.222,0.3555,1
2.0,0.635,0.5,0.18,1.319,0.5485,0.292,0.49,1
2.0,0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,0
1.0,0.58,0.45,0.235,1.071,0.3,0.20600000000000002,0.395,1
2.0,0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,1
2.0,0.165,0.12,0.05,0.021,0.0075,0.0045,0.013999999999999999,0
0.0,0.235,0.17,0.055,0.0515,0.018000000000000002,0.0105,0.0195,0
0.0,0.58,0.49,0.13,1.1335,0.586,0.2565,0.237,0
2.0,0.55,0.465,0.15,0.9359999999999999,0.48100000000000004,0.174,0.2435,0
2.0,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,0
2.0,0.25,0.185,0.065,0.0685,0.0295,0.013999999999999999,0.0225,0
2.0,0.55,0.425,0.145,0.89,0.4325,0.171,0.23600000000000002,1
1.0,0.68,0.57,0.205,1.8419999999999999,0.625,0.408,0.65,1
2.0,0.36,0.27,0.085,0.2185,0.1065,0.038,0.062,0
2.0,0.475,0.355,0.105,0.46799999999999997,0.201,0.1115,0.12,0
1.0,0.55,0.44,0.135,0.8435,0.434,0.1995,0.185,0
0.0,0.245,0.18,0.065,0.0635,0.0245,0.0135,0.02,0
2.0,0.5,0.36,0.12,0.439,0.1875,0.1055,0.1305,0
1.0,0.58,0.45,0.17,0.9705,0.4615,0.23199999999999998,0.248,0
0.0,0.27,0.195,0.08,0.1,0.0385,0.0195,0.03,0
2.0,0.38,0.285,0.09,0.2305,0.1005,0.039,0.0775,0
1.0,0.64,0.5,0.17,1.12,0.4955,0.2645,0.32,1
2.0,0.575,0.43,0.13,0.7425,0.2895,0.2005,0.22,0
0.0,0.53,0.41,0.14,0.6809999999999999,0.3095,0.1415,0.1835,0
0.0,0.385,0.3,0.095,0.24,0.0885,0.059000000000000004,0.085,0
2.0,0.375,0.285,0.09,0.2545,0.11900000000000001,0.0595,0.0675,0
1.0,0.505,0.4,0.125,0.583,0.24600000000000002,0.13,0.175,0
1.0,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,0
1.0,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595,0
2.0,0.46,0.365,0.11,0.4495,0.1755,0.102,0.15,0
2.0,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,0
0.0,0.665,0.525,0.16,1.3630000000000002,0.629,0.27899999999999997,0.34,0
2.0,0.57,0.43,0.145,0.833,0.354,0.14400000000000002,0.2815,1
1.0,0.505,0.41,0.135,0.657,0.29100000000000004,0.133,0.195,1
0.0,0.575,0.45,0.135,0.9215,0.354,0.209,0.2365,0
1.0,0.425,0.35,0.1,0.4425,0.175,0.0755,0.175,0
0.0,0.685,0.51,0.165,1.545,0.6859999999999999,0.3775,0.4055,1
0.0,0.585,0.465,0.165,0.885,0.4025,0.1625,0.27399999999999997,1
1.0,0.67,0.52,0.195,1.8065,0.758,0.3735,0.5055,1
0.0,0.565,0.445,0.15,0.7959999999999999,0.3635,0.184,0.21899999999999997,0
2.0,0.48,0.355,0.115,0.4725,0.2065,0.11199999999999999,0.132,0
2.0,0.5,0.375,0.145,0.5795,0.239,0.1375,0.185,0
1.0,0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12,1
0.0,0.405,0.305,0.12,0.3185,0.1235,0.0905,0.095,0
1.0,0.665,0.525,0.18,1.5785,0.6779999999999999,0.22899999999999998,0.456,1
0.0,0.74,0.57,0.18,1.8725,0.9115,0.42700000000000005,0.446,1
0.0,0.53,0.425,0.155,0.7905,0.307,0.171,0.2595,0
1.0,0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245,0
0.0,0.475,0.36,0.1,0.4285,0.1965,0.099,0.11199999999999999,0
2.0,0.425,0.315,0.08,0.303,0.131,0.0585,0.095,0
2.0,0.285,0.225,0.07,0.1005,0.0425,0.0185,0.035,0
0.0,0.45,0.335,0.125,0.349,0.11900000000000001,0.1055,0.115,1
1.0,0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185,1
2.0,0.525,0.4,0.11,0.6275,0.3015,0.126,0.18,0
2.0,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,0
2.0,0.36,0.26,0.08,0.1795,0.07400000000000001,0.0315,0.06,0
2.0,0.26,0.2,0.07,0.092,0.037000000000000005,0.02,0.03,0
0.0,0.455,0.355,0.135,0.4745,0.1865,0.0935,0.168,1
0.0,0.455,0.365,0.095,0.514,0.2245,0.10099999999999999,0.15,1
0.0,0.63,0.48,0.165,1.286,0.604,0.271,0.35,0
1.0,0.42,0.32,0.13,0.4135,0.1645,0.106,0.11900000000000001,1
1.0,0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,1
0.0,0.53,0.405,0.125,0.6515,0.2715,0.1605,0.18600000000000003,0
1.0,0.625,0.515,0.18,1.3485,0.5255,0.252,0.3925,1
2.0,0.47,0.365,0.1,0.41100000000000003,0.175,0.0855,0.135,0
2.0,0.315,0.21,0.06,0.125,0.06,0.0375,0.035,0
0.0,0.535,0.41,0.15,0.8105,0.345,0.187,0.24,1
1.0,0.49,0.38,0.145,0.6725,0.249,0.18100000000000002,0.21,1
2.0,0.5,0.395,0.14,0.6215,0.2925,0.1205,0.195,0
1.0,0.495,0.38,0.12,0.573,0.2655,0.1285,0.14400000000000002,0
1.0,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36,0
0.0,0.65,0.485,0.16,1.7395,0.5715,0.2785,0.3075,1
1.0,0.575,0.47,0.165,0.8690000000000001,0.435,0.19699999999999998,0.23800000000000002,0
2.0,0.5,0.38,0.11,0.5605,0.28,0.106,0.15,0
0.0,0.63,0.485,0.18,1.2435,0.5175,0.308,0.37,1
1.0,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,1
1.0,0.59,0.445,0.13,1.1325,0.3825,0.23399999999999999,0.32,1
0.0,0.59,0.47,0.18,1.187,0.5985,0.22699999999999998,0.31,0
0.0,0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,1
0.0,0.59,0.47,0.155,1.1735,0.6245,0.233,0.2595,0
2.0,0.195,0.15,0.045,0.0375,0.018000000000000002,0.006,0.011000000000000001,0
2.0,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,1
1.0,0.505,0.405,0.16,0.6835,0.271,0.145,0.215,1
2.0,0.235,0.17,0.065,0.0625,0.023,0.013999999999999999,0.022000000000000002,0
2.0,0.455,0.345,0.105,0.4005,0.16399999999999998,0.0755,0.126,0
0.0,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,1
0.0,0.67,0.55,0.17,1.247,0.47200000000000003,0.2455,0.4,1
2.0,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155,1
0.0,0.28,0.21,0.065,0.0905,0.035,0.02,0.03,0
2.0,0.5,0.385,0.11,0.596,0.3015,0.10400000000000001,0.151,0
0.0,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,1
2.0,0.52,0.385,0.115,0.581,0.2555,0.156,0.14300000000000002,1
1.0,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,0
0.0,0.475,0.365,0.14,0.6175,0.20199999999999999,0.1445,0.19,1
1.0,0.455,0.365,0.11,0.385,0.166,0.046,0.1345,1
0.0,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,0
1.0,0.595,0.455,0.14,0.914,0.3895,0.2225,0.271,0
0.0,0.545,0.41,0.14,0.625,0.223,0.16,0.235,1
1.0,0.525,0.405,0.16,0.6579999999999999,0.2655,0.1125,0.225,1
0.0,0.72,0.585,0.22,1.9140000000000001,0.9155,0.44799999999999995,0.479,1
1.0,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,0
2.0,0.25,0.18,0.065,0.0685,0.0245,0.0155,0.0225,0
0.0,0.675,0.515,0.15,1.3119999999999998,0.556,0.2845,0.4115,1
1.0,0.575,0.445,0.14,0.941,0.3845,0.252,0.285,0
0.0,0.57,0.48,0.175,1.185,0.474,0.261,0.38,1
1.0,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165,0
2.0,0.41,0.335,0.11,0.33,0.157,0.0705,0.17,0
1.0,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245,0
0.0,0.57,0.46,0.155,1.0005,0.45399999999999996,0.205,0.265,1
2.0,0.52,0.395,0.125,0.5805,0.2445,0.146,0.165,0
0.0,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,0
0.0,0.585,0.455,0.225,1.055,0.3815,0.221,0.365,1
1.0,0.655,0.51,0.175,1.415,0.5885,0.3725,0.364,1
2.0,0.47,0.355,0.145,0.4485,0.156,0.102,0.12300000000000001,0
0.0,0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235,1
1.0,0.55,0.43,0.15,0.84,0.395,0.195,0.223,0
0.0,0.44,0.35,0.14,0.451,0.171,0.0705,0.184,1
2.0,0.36,0.275,0.075,0.2205,0.0985,0.044000000000000004,0.066,0
0.0,0.49,0.42,0.125,0.609,0.239,0.1435,0.22,1
0.0,0.505,0.395,0.125,0.635,0.29,0.1555,0.175,0
0.0,0.56,0.45,0.145,0.894,0.3885,0.2095,0.264,0
0.0,0.565,0.47,0.195,1.1420000000000001,0.387,0.258,0.35,1
2.0,0.515,0.38,0.12,0.625,0.3265,0.1295,0.16,0
2.0,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,0
1.0,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,1
1.0,0.595,0.465,0.14,1.113,0.5175,0.244,0.305,1
2.0,0.31,0.225,0.075,0.155,0.065,0.037000000000000005,0.0365,0
1.0,0.63,0.49,0.17,1.2155,0.4625,0.2045,0.3105,1
0.0,0.59,0.46,0.155,0.9059999999999999,0.327,0.1485,0.335,1
2.0,0.325,0.25,0.08,0.1735,0.0765,0.0345,0.049,0
2.0,0.445,0.335,0.11,0.41100000000000003,0.1985,0.0935,0.109,0
0.0,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371,1
2.0,0.49,0.375,0.115,0.4615,0.204,0.0945,0.14300000000000002,0
0.0,0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175,0
2.0,0.54,0.415,0.155,0.7020000000000001,0.322,0.16699999999999998,0.19,1
0.0,0.515,0.39,0.14,0.6779999999999999,0.341,0.1325,0.11900000000000001,0
2.0,0.495,0.38,0.13,0.5125,0.2185,0.11599999999999999,0.16,0
2.0,0.515,0.39,0.14,0.5555,0.2,0.1135,0.2235,1
2.0,0.4,0.305,0.1,0.3415,0.17600000000000002,0.0625,0.0865,0
1.0,0.55,0.465,0.15,1.082,0.3575,0.19399999999999998,0.19,1
0.0,0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,1
2.0,0.265,0.205,0.07,0.1055,0.039,0.040999999999999995,0.035,0
1.0,0.735,0.565,0.225,2.037,0.87,0.5145,0.5675,1
0.0,0.46,0.355,0.14,0.491,0.207,0.115,0.174,1
1.0,0.49,0.38,0.13,0.539,0.22899999999999998,0.1355,0.165,1
1.0,0.6,0.46,0.155,0.9735,0.42700000000000005,0.2045,0.3,0
2.0,0.27,0.19,0.08,0.081,0.0265,0.0195,0.03,0
1.0,0.665,0.525,0.21,1.6440000000000001,0.818,0.3395,0.4275,1
0.0,0.63,0.51,0.175,1.3415,0.6575,0.262,0.375,1
0.0,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,1
1.0,0.505,0.405,0.18,0.606,0.239,0.1235,0.18,1
2.0,0.635,0.5,0.165,1.489,0.715,0.3445,0.3615,1
0.0,0.64,0.525,0.185,1.7069999999999999,0.763,0.4205,0.4435,1
1.0,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,0
1.0,0.5,0.385,0.115,0.6785,0.2945,0.138,0.195,1
0.0,0.685,0.505,0.19,1.5330000000000001,0.667,0.4055,0.41,1
1.0,0.58,0.44,0.125,0.7855,0.363,0.1955,0.195,1
1.0,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,1
2.0,0.365,0.27,0.075,0.2215,0.095,0.0445,0.07,0
2.0,0.475,0.36,0.11,0.49200000000000005,0.21100000000000002,0.11,0.15,0
0.0,0.42,0.34,0.115,0.4215,0.175,0.09300000000000001,0.135,0
1.0,0.725,0.56,0.21,2.141,0.65,0.39799999999999996,1.005,1
0.0,0.72,0.57,0.2,1.8275,0.919,0.366,0.485,1
2.0,0.42,0.315,0.115,0.355,0.1895,0.065,0.087,0
2.0,0.555,0.435,0.145,0.6975,0.262,0.1575,0.24,1
1.0,0.38,0.325,0.11,0.3105,0.12,0.07400000000000001,0.105,1
0.0,0.64,0.49,0.14,1.194,0.4445,0.23800000000000002,0.375,1
0.0,0.555,0.45,0.145,0.915,0.4,0.24600000000000002,0.285,1
0.0,0.65,0.52,0.19,1.3445,0.519,0.306,0.4465,1
1.0,0.565,0.44,0.155,0.9395,0.4275,0.214,0.27,1
1.0,0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,1
2.0,0.455,0.335,0.105,0.42200000000000004,0.22899999999999998,0.0865,0.1,0
0.0,0.605,0.475,0.155,1.161,0.5720000000000001,0.2455,0.275,0
2.0,0.62,0.485,0.18,1.1785,0.4675,0.2655,0.39,1
2.0,0.51,0.395,0.155,0.5395,0.2465,0.1085,0.16699999999999998,0
0.0,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.27399999999999997,1
0.0,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,1
1.0,0.68,0.56,0.195,1.7775,0.861,0.322,0.415,1
1.0,0.655,0.505,0.165,1.367,0.5835,0.3515,0.396,1
2.0,0.445,0.34,0.145,0.434,0.1945,0.0905,0.13,0
0.0,0.55,0.405,0.15,0.9235,0.41200000000000003,0.2135,0.24,0
1.0,0.46,0.355,0.13,0.45799999999999996,0.192,0.1055,0.13,1
2.0,0.495,0.38,0.145,0.5,0.205,0.14800000000000002,0.1505,0
0.0,0.62,0.485,0.155,1.0295,0.425,0.2315,0.335,1
2.0,0.275,0.205,0.08,0.096,0.036000000000000004,0.0185,0.03,0
1.0,0.49,0.385,0.16,0.6559999999999999,0.2455,0.171,0.205,0
1.0,0.72,0.59,0.205,1.7495,0.7755,0.4225,0.48,1
1.0,0.62,0.495,0.17,1.062,0.37200000000000005,0.213,0.34,1
0.0,0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,0
1.0,0.515,0.4,0.17,0.7959999999999999,0.258,0.1755,0.28,1
0.0,0.62,0.49,0.17,1.2105,0.5185,0.2555,0.335,1
1.0,0.5,0.39,0.13,0.6355,0.2505,0.1635,0.195,1
0.0,0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,0
1.0,0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,0
2.0,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,0
0.0,0.63,0.49,0.15,1.1955,0.5845,0.257,0.3,0
1.0,0.68,0.55,0.175,1.473,0.713,0.282,0.4295,1
1.0,0.65,0.525,0.165,1.238,0.647,0.2485,0.3005,0
0.0,0.48,0.37,0.13,0.643,0.349,0.1155,0.135,0
0.0,0.48,0.365,0.12,0.6015,0.312,0.11699999999999999,0.14,0
0.0,0.69,0.55,0.2,1.8465,0.732,0.47200000000000003,0.57,1
2.0,0.335,0.25,0.08,0.16699999999999998,0.0675,0.0325,0.0575,0
1.0,0.635,0.5,0.175,1.4769999999999999,0.684,0.3005,0.39,1
0.0,0.48,0.355,0.16,0.46399999999999997,0.221,0.106,0.239,0
1.0,0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,1
2.0,0.515,0.385,0.125,0.5720000000000001,0.237,0.1435,0.165,0
0.0,0.65,0.495,0.17,1.276,0.6215,0.2305,0.39899999999999997,1
0.0,0.515,0.37,0.115,0.6145,0.3415,0.155,0.146,0
0.0,0.425,0.335,0.1,0.4085,0.1755,0.092,0.135,0
0.0,0.57,0.435,0.17,0.873,0.382,0.183,0.2705,1
2.0,0.435,0.33,0.11,0.38,0.1515,0.0945,0.11,0
1.0,0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,1
2.0,0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171,0
0.0,0.65,0.515,0.175,1.4805,0.5295,0.272,0.525,1
2.0,0.51,0.385,0.145,0.7665,0.3985,0.14,0.1805,0
1.0,0.62,0.5,0.15,1.2930000000000001,0.596,0.3135,0.354,1
1.0,0.585,0.46,0.15,1.0035,0.503,0.2105,0.2515,1
2.0,0.35,0.28,0.075,0.196,0.08199999999999999,0.04,0.064,0
2.0,0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,1
0.0,0.53,0.435,0.155,0.6990000000000001,0.28800000000000003,0.1595,0.205,1
0.0,0.58,0.46,0.15,1.0490000000000002,0.5205,0.1935,0.305,1
1.0,0.645,0.5,0.225,1.626,0.5870000000000001,0.4055,0.41,1
2.0,0.275,0.2,0.065,0.1165,0.0565,0.013000000000000001,0.035,0
1.0,0.67,0.525,0.195,1.42,0.573,0.368,0.3905,1
2.0,0.425,0.325,0.115,0.3685,0.162,0.0865,0.1045,0
0.0,0.65,0.515,0.175,1.466,0.677,0.3045,0.4,1
1.0,0.68,0.55,0.19,1.807,0.8225,0.3655,0.515,1
1.0,0.425,0.33,0.115,0.406,0.1635,0.081,0.1355,0
1.0,0.55,0.435,0.14,0.745,0.34700000000000003,0.174,0.2265,0
0.0,0.645,0.495,0.185,1.4935,0.5265,0.2785,0.455,1
0.0,0.335,0.25,0.09,0.18100000000000002,0.0755,0.0415,0.06,0
0.0,0.3,0.24,0.09,0.161,0.0725,0.039,0.05,0
0.0,0.63,0.515,0.155,1.2590000000000001,0.4105,0.19699999999999998,0.41,1
1.0,0.46,0.355,0.13,0.517,0.2205,0.114,0.165,0
1.0,0.425,0.325,0.135,0.382,0.1465,0.079,0.14,1
0.0,0.49,0.395,0.14,0.5489999999999999,0.2215,0.1275,0.15,1
2.0,0.205,0.15,0.065,0.04,0.02,0.011000000000000001,0.013000000000000001,0
2.0,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096,1
0.0,0.71,0.57,0.195,1.348,0.8985,0.4435,0.4535,1
2.0,0.45,0.355,0.11,0.4585,0.19399999999999998,0.067,0.14,0
1.0,0.745,0.585,0.19,1.966,0.8435,0.43700000000000006,0.5855,1
2.0,0.53,0.42,0.14,0.6765,0.256,0.1855,0.20800000000000002,0
0.0,0.515,0.4,0.14,0.6335,0.28800000000000003,0.145,0.168,0
2.0,0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28,1
0.0,0.285,0.215,0.075,0.106,0.0415,0.023,0.035,0
2.0,0.575,0.45,0.145,0.795,0.364,0.1505,0.26,1
1.0,0.57,0.45,0.16,0.9715,0.3965,0.255,0.26,1
2.0,0.235,0.175,0.065,0.0615,0.0205,0.02,0.019,0
0.0,0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195,1
0.0,0.635,0.51,0.185,1.308,0.544,0.318,0.377,0
1.0,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,1
0.0,0.615,0.48,0.175,1.1179999999999999,0.446,0.3195,0.3,0
0.0,0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325,0
1.0,0.57,0.445,0.145,0.8775,0.41200000000000003,0.217,0.22,0
1.0,0.73,0.575,0.185,1.8795,0.9309999999999999,0.38,0.4825,1
2.0,0.555,0.43,0.14,0.7665,0.341,0.165,0.23,0
2.0,0.5,0.39,0.125,0.583,0.294,0.132,0.1605,0
1.0,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,0
2.0,0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,0
2.0,0.325,0.25,0.055,0.166,0.076,0.051,0.045,0
2.0,0.62,0.49,0.16,1.0659999999999998,0.446,0.24600000000000002,0.305,1
1.0,0.385,0.305,0.105,0.3315,0.1365,0.0745,0.1,0
0.0,0.175,0.135,0.04,0.0305,0.011000000000000001,0.0075,0.01,0
0.0,0.43,0.31,0.13,0.6485,0.2735,0.163,0.184,0
2.0,0.375,0.275,0.085,0.22,0.109,0.05,0.0605,0
1.0,0.635,0.505,0.185,1.3035,0.501,0.295,0.41,1
0.0,0.6,0.51,0.185,1.285,0.6095,0.2745,0.315,0
1.0,0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,0
1.0,0.615,0.475,0.155,1.0270000000000001,0.447,0.25,0.285,0
0.0,0.34,0.265,0.085,0.1835,0.077,0.046,0.065,1
1.0,0.57,0.465,0.155,0.9685,0.446,0.261,0.255,0
2.0,0.39,0.315,0.09,0.3095,0.147,0.05,0.09,0
2.0,0.725,0.55,0.22,2.0495,0.7735,0.4405,0.655,1
2.0,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,0
1.0,0.45,0.36,0.125,0.5065,0.222,0.105,0.16,1
0.0,0.515,0.385,0.11,0.5785,0.253,0.16,0.14,0
2.0,0.335,0.245,0.09,0.2015,0.096,0.0405,0.048,0
0.0,0.72,0.6,0.235,2.2385,0.9840000000000001,0.41100000000000003,0.621,1
0.0,0.455,0.35,0.11,0.45799999999999996,0.2,0.111,0.1305,0
2.0,0.415,0.315,0.105,0.33,0.1405,0.0705,0.095,0
0.0,0.59,0.44,0.135,0.966,0.439,0.2145,0.2605,1
1.0,0.575,0.46,0.165,1.124,0.2985,0.1785,0.44,1
1.0,0.565,0.455,0.13,1.058,0.439,0.2645,0.3,1
1.0,0.52,0.43,0.15,0.728,0.302,0.1575,0.235,1
2.0,0.375,0.29,0.095,0.2875,0.12300000000000001,0.0605,0.08,0
1.0,0.66,0.565,0.195,1.7605,0.6920000000000001,0.3265,0.5,1
0.0,0.32,0.24,0.08,0.18,0.08,0.0385,0.055,0
2.0,0.355,0.27,0.075,0.1775,0.079,0.0315,0.054000000000000006,0
1.0,0.575,0.46,0.165,0.9575,0.4815,0.1945,0.23600000000000002,1
1.0,0.59,0.455,0.165,1.161,0.38,0.2455,0.28,1
0.0,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,1
2.0,0.39,0.29,0.1,0.2225,0.095,0.0465,0.073,0
